companyNumber,recordType,companyStatus,numberOfOfficers,companyNameLenght,companyName
NI013112,1,D,0003,0029,SPRINGHILL LIMEWORKS LIMITED<
NI013114,1,D,0003,0018,PERRY PAC LIMITED<
NI013115,1,D,0003,0034,MCMICHAEL ENERGY SERVICES LIMITED<
NI013116,1,D,0005,0024,LINIAN KNITWEAR LIMITED<
NI013117,1, ,0004,0038,AUTOMATION CONTROLS (BELFAST) LIMITED<
NI013118,1, ,0003,0024,FERMANAGH FEEDS LIMITED<
NI013120,1,D,0003,0024,LINDSAY LEASING LIMITED<
NI013123,1,D,0004,0027,SELECTIVE TRIMMING LIMITED<
NI013124,1, ,0003,0026,E.K.S. TYRES (NI) LIMITED<
NI013129,1,D,0001,0021,ULSTER MASTS LIMITED<
NI013132,1, ,0003,0024,FARRANS (PLANT) LIMITED<
NI013133,1, ,0001,0027,PRENTICE BUILDINGS LIMITED<
NI013134,1, ,0001,0031,CLAREHILL DEVELOPMENTS LIMITED<
NI013137,1, ,0004,0025,ARDMAC CONTRACTS LIMITED<
NI013138,1,D,0002,0034,JOSEPH BLANEY AND COMPANY LIMITED<
NI013139,1,D,0003,0035,ROBERT POLLIN (SPORTSWEAR) LIMITED<
NI013140,1,D,0000,0026,CLOCK SHOP LIMITED - THE.<
NI013141,1,D,0005,0032,CARRICKFERGUS ROADSTONE LIMITED<
NI013142,1,D,0002,0031,JAMES MCCARROLL & SONS LIMITED<
NI013146,1, ,0002,0019,J.G. BURNS LIMITED<
NI013147,1,D,0003,0029,ARMOY KITCHEN CENTRE LIMITED<
NI013151,1,D,0004,0032,MCNAULL LEASING COMPANY LIMITED<
NI013152,1, ,0003,0025,CAPPER TRANSPORT LIMITED<
NI013153,1, ,0006,0031,COASTAL CONTAINER LINE LIMITED<
NI013154,1, ,0003,0031,KILBEGS INVESTMENT CO. LIMITED<
NI013155,1, ,0003,0016,LOGICOM LIMITED<
NI013156,1, ,0003,0024,BELFAST CRYSTAL LIMITED<
NI013157,1, ,0004,0016,HERLANE LIMITED<
NI013158,1,D,0003,0025,NU-PLAT PLASTICS LIMITED<
NI013160,1, ,0005,0030,BRETT MARTIN SCOTLAND LIMITED<
NI013162,1,D,0003,0028,SECUREGUARD (DERRY) LIMITED<
NI013169,1,D,0003,0036,GLEN HOUSE HOTEL (EGLINTON) LIMITED<
NI013171,1,D,0003,0024,OFFICE ETCETERA LIMITED<
NI013173,1, ,0005,0026,AGNEW COMMERCIALS LIMITED<
NI013174,1,D,0003,0029,P.J. DOHERTY (DERRY) LIMITED<
NI013177,1,D,0003,0023,ANTRIM FINANCE LIMITED<
NI013178,1,D,0003,0025,BRIAN R STERRITT LIMITED<
NI013179,1,D,0003,0031,CUMBERLAND RESTAURANTS LIMITED<
NI013180,1,D,0003,0025,EUROPA ABRASIVES LIMITED<
NI013181,1,D,0003,0027,BERRY CONSTRUCTION LIMITED<
NI013182,1,D,0003,0029,GRAHAM HILL AGENCIES LIMITED<
NI013184,1,D,0002,0025,MAGENCO NOMINEES LIMITED<
NI013185,1,D,0003,0016,DUMP IT LIMITED<
NI013186,1, ,0004,0022,D.J. LOCKHART LIMITED<
NI013187,1,D,0002,0025,J.S.J. VALENTINE LIMITED<
NI013190,1,D,0002,0015,TURIN AGENCIES<
NI013191,1,D,0003,0030,DAVID MCNEILLY & SONS LIMITED<
NI013192,1,D,0006,0033,ALPHA NOMINEES (BELFAST) LIMITED<
NI013194,1,D,0002,0028,CROSSHAVEN FINE ART LIMITED<
NI013195,1,D,0002,0026,REGENCY CONTRACTS LIMITED<
NI013196,1,D,0003,0029,J. M. G. (FURNITURE) LIMITED<
NI013197,1,D,0003,0023,MOYBOY (GIFTS) LIMITED<
NI013199,1,D,0002,0039,DOWNPATRICK FINANCIAL SERVICES LIMITED<
NI013200,1, ,0004,0030,PRINCETOWN PROPERTIES LIMITED<
NI013201,1, ,0002,0032,RONOCON (MANUFACTURING) LIMITED<
NI013203,1,D,0003,0032,DUNLUCE DEVELOPMENT CO. LIMITED<
NI013204,1, ,0003,0032,AUTRAD DISTRIBUTION CO. LIMITED<
NI013206,1, ,0003,0029,WOODSIDE WAREHOUSING LIMITED<
NI013207,1,D,0005,0016,DRUMLIN LIMITED<
NI013208,1, ,0002,0034,HEINEKEN NORTHERN IRELAND LIMITED<
NI013211,1, ,0003,0026,COLERAINE GARAGES LIMITED<
NI013212,1, ,0003,0036,WOODSIDE HAULAGE (HOLDINGS) LIMITED<
NI013213,1, ,0004,0036,SHARPE VENTILATION SERVICES LIMITED<
NI013216,1, ,0003,0030,J.K.C.SPECIALIST CARS LIMITED<
NI013219,1,D,0002,0030,CLANDEBOYE CAR CENTRE LIMITED<
NI013220,1,D,0004,0043,PRESTIGE BUILDINGS SERVICES (N.I.) LIMITED<
NI013221,1,D,0003,0021,P.J.HOLDINGS LIMITED<
NI013222,1,D,0003,0028,BALLYHOLME CATERERS LIMITED<
NI013223,1,D,0003,0032,HILL ELECTRONICS (N.I.) LIMITED<
NI013224,1, ,0003,0037,COEY AND JOHNSTON (HOLDINGS) LIMITED<
NI013225,1,D,0003,0026,AGHERTON BUILDERS LIMITED<
NI013227,1,D,0005,0010,LORNE ONE<
NI013231,1,D,0002,0017,YELYAB 3 LIMITED<
NI013232,1,D,0003,0038,NEEDLEPOINT (SEWING MACHINES) LIMITED<
NI013235,1,D,0003,0025,DERMOTT MONTEITH LIMITED<
NI013236,1,D,0003,0027,BUNTING (HOLDINGS) LIMITED<
NI013237,1,D,0004,0025,G.B. SHOPFITTERS LIMITED<
NI013239,1,D,0003,0022,SIMMS & YOUNG LIMITED<
NI013240,1,D,0003,0021,D. K. MOWERS LIMITED<
NI013241,1, ,0002,0037,GEORGE. J. IRWIN (ASSESSORS) LIMITED<
NI013242,1, ,0004,0031,WILLIAM JOHN KEE & SON LIMITED<
NI013243,1, ,0002,0038,W.J. CLOW & COMPANY (IRELAND) LIMITED<
NI013246,1,D,0009,0031,K.S. SECURITIES (N.I.) LIMITED<
NI013252,1,D,0003,0030,BRIAN GRANT (HAULAGE) LIMITED<
NI013253,1, ,0003,0027,CLADDING CONTRACTS LIMITED<
NI013255,1, ,0005,0022,GLENDUN HOUSE LIMITED<
NI013257,1,D,0003,0034,M.E. STEWART & CO.(FOODS) LIMITED<
NI013259,1,D,0003,0019,SHUTTLEVAN LIMITED<
NI013261,1,D,0002,0024,HEREGOES (N.I.) LIMITED<
NI013268,1, ,0003,0027,K.MCDUFF & COMPANY LIMITED<
NI013271,1,D,0003,0030,S. HAZLETT (TRACTORS) LIMITED<
NI013275,1,D,0003,0030,HOUSTON CONSTRUCTIONS LIMITED<
NI013278,1,D,0003,0030,PERSITT INTERNATIONAL LIMITED<
NI013279,1,D,0002,0042,MCNALLY CONTRACTORS (RANDALSTOWN) LIMITED<
NI013280,1,D,0003,0035,LINTREND DEVELOPMENTS (NI) LIMITED<
NI013281,1,D,0003,0021,MALMO SPORTS LIMITED<
NI013282,1,D,0003,0027,ROBIN RAMSEY FILMS LIMITED<
NI013283,1,D,0004,0026,KPMG PUBLICATIONS LIMITED<
NI013286,1,D,0003,0042,GLASSHOUSES & SECTIONAL BUILDINGS LIMITED<
NI013287,1,D,0003,0028,S. RAFFERTY GARAGES LIMITED<
NI013289,1, ,0007,0037,NORTH ULSTER CAR CLUB LIMITED - THE.<
NI013291,1,D,0003,0030,FRANK KING ELECTRICAL LIMITED<
NI013294,1,D,0000,0030,SMYTH MILLS (IRELAND) LIMITED<
NI013295,1, ,0003,0035,GORMLEYS ENGINEERING WORKS LIMITED<
NI013297,1, ,0001,0029,KINGSLAND HEALTHCARE LIMITED<
NI013298,1,D,0007,0027,ARDILEA PROPERTIES LIMITED<
NI013300,1, ,0009,0027,KNOCK BOWLING CLUB LIMITED<
NI013301,1,D,0002,0035,WINDSOR CARPET SUPERMARKET LIMITED<
NI013303,1,D,0003,0031,R.DONNAN (ENTERPRISES) LIMITED<
NI013304,1,D,0003,0030,IRISH MUSTARD COMPANY LIMITED<
NI013308,1, ,0006,0024,RADIUS PLASTICS LIMITED<
NI013313,1,D,0007,0036,NEWTOWNARDS ROAD INDUSTRIES LIMITED<
NI013314,1,D,0003,0019,ANGUS ROCK LIMITED<
NI013317,1,D,0003,0035,"GIBSON, MACGILLYCUDDY & CO LIMITED<"
NI013320,1, ,0003,0024,N.G. BELL & SON LIMITED<
NI013321,1,D,0004,0036,HUGHES BOOK SERVICES (N.I.) LIMITED<
NI013323,1,D,0003,0033,EDWARD MCKNIGHT (BAKERS) LIMITED<
NI013326,1,D,0003,0015,KEEMAR LIMITED<
NI013327,1,D,0003,0028,KLARGESTER (ULSTER) LIMITED<
NI013328,1,D,0000,0026,M.L. SHOP SYSTEMS LIMITED<
NI013329,1,C,0005,0023,FAM SECURITIES LIMITED<
NI013331,1,D,0000,0027,R.M.MEGAHEY & SONS LIMITED<
NI013335,1, ,0006,0027,HAYES (PROPERTIES) LIMITED<
NI013336,1,C,0000,0043,CAPE INSULATION (NORTHERN IRELAND) LIMITED<
NI013339,1, ,0003,0039,COUNTRYWIDE FREIGHT (NORTHERN) LIMITED<
NI013342,1,D,0003,0034,NEWCRAFT FURNITURE (N.I.) LIMITED<
NI013343,1,D,0007,0041,AFRICAN INTERTRADING CORPORATION LIMITED<
NI013346,1, ,0002,0034,NORTHERN IRELAND PLASTICS LIMITED<
NI013347,1, ,0003,0043,W.E. MCCLUSKEY (INSURANCE BROKERS) LIMITED<
NI013349,1,D,0003,0033,EDGAR LOWE (ENGINEERING) LIMITED<
NI013350,1,D,0003,0031,NORTH WEST GLAZING CO. LIMITED<
NI013352,1,D,0005,0041,REYNOLDS & BENNETT (CONTRACTORS) LIMITED<
NI013353,1,D,0003,0021,RASCAHAN ENGINEERING<
NI013354,1,D,0002,0037,J.F.MCALLISTER (DRAPERSTOWN) LIMITED<
NI013355,1,D,0003,0015,MCILROY BRYSON<
NI013356,1,D,0003,0027,TEER WINDOW FIXING LIMITED<
NI013358,1,D,0002,0050,MCBURNEY AND COWAN (PAINTING CONTRACTORS) LIMITED<
NI013360,1,D,0003,0037,VIKING MANUFACTURING COMPANY LIMITED<
NI013363,1, ,0002,0023,BRIAN THOMPSON LIMITED<
NI013364,1,D,0004,0025,D.L.R. FURNITURE LIMITED<
NI013365,1,D,0003,0026,DOWN PHOTOGRAPHIC LIMITED<
NI013368,1, ,0003,0028,ROBERT LOWRY & SONS LIMITED<
NI013370,1,D,0003,0024,VEHICLE EMBLEMS LIMITED<
NI013372,1, ,0003,0035,ROANCABIN BUILDING SYSTEMS LIMITED<
NI013376,1,D,0003,0043,MECHANICAL & INDUSTRIAL TECHNOLOGY LIMITED<
NI013378,1,D,0004,0042,NORTHERN IRELAND BUSINESS SYSTEMS LIMITED<
NI013379,1,D,0003,0025,MCGUINNESS BROS. LIMITED<
NI013380,1,D,0003,0032,KENI GUTTERING SERVICES LIMITED<
NI013381,1, ,0005,0030,WILL FREIGHT SERVICES LIMITED<
NI013382,1,D,0004,0048,J.E. COULTER (GRASS & SPORTS EQUIPMENT) LIMITED<
NI013383,1,D,0003,0025,CENTRE SPOT CLUB LIMITED<
NI013385,1,D,0005,0025,J.C.RAMSAY & SON LIMITED<
NI013386,1,D,0004,0047,L.M.F. TRUCK & TRAILER REPAIRS COMPANY LIMITED<
NI013387,1,D,0003,0030,B.J.ESTATES (BELFAST) LIMITED<
NI013388,1, ,0003,0032,ROBERT WALSH (BUILDERS) LIMITED<
NI013389,1,D,0003,0024,ROSTREVOR BOOKS LIMITED<
NI013390,1, ,0011,0067,ASSOCIATION OF OLD VEHICLE CLUBS IN NORTHERN IRELAND LIMITED - THE<
NI013391,1, ,0004,0056,WILLIAM AND HENRY ALEXANDER (CIVIL ENGINEERING) LIMITED<
NI013394,1, ,0004,0025,HELEN'S BAY PHARMACY LTD<
NI013396,1,D,0003,0032,STEVEN JOHNSON AGENCIES LIMITED<
NI013397,1, ,0003,0022,W.A.M. (C.P.) LIMITED<
NI013398,1, ,0005,0019,PODIUM 4 SPORT LTD<
NI013401,1,D,0002,0026,CUMBERNAULD PLANT LIMITED<
NI013402,1,D,0002,0029,LANDSCAPE TECHNIQUES LIMITED<
NI013405,1,D,0003,0033,B.T. MANAGEMENT SERVICES LIMITED<
NI013410,1, ,0002,0015,WYZCOM LIMITED<
NI013412,1, ,0005,0025,S&G CONSTRUCTION LIMITED<
NI013413,1, ,0004,0022,CURLEY'S SUPERMARKETS<
NI013414,1,D,0003,0023,CULMORE HOTELS LIMITED<
NI013415,1,D,0003,0015,MUSICA LIMITED<
NI013417,1,D,0001,0022,MCCOY HARTLEY LIMITED<
NI013419,1,D,0004,0014,FAMAC LIMITED<
NI013420,1,D,0004,0040,POWER IMPORT & WHOLESALE (N.I.) LIMITED<
NI013421,1,D,0004,0028,A.L.A. DEVELOPMENTS LIMITED<
NI013422,1,D,0003,0030,JOHN DESMOND MILLIGAN LIMITED<
NI013424,1,D,0003,0023,FORESHORE INNS LIMITED<
NI013428,1,D,0003,0028,ARTHUR HENRY & SONS LIMITED<
NI013429,1,D,0000,0024,FOYLEWOOD & CO. LIMITED<
NI013431,1,D,0003,0024,POLLOCK & SMALL LIMITED<
NI013432,1,D,0002,0036,STYLE & BEAUTY PUBLICATIONS LIMITED<
NI013434,1, ,0003,0022,LIMAVADY INNS LIMITED<
NI013436,1, ,0003,0039,CRAWFORD & GARRETT (CARRYDUFF) LIMITED<
NI013446,1, ,0003,0034,ORIGINAL TRIFTY CO. (N.I) LIMITED<
NI013447,1,D,0003,0023,MCKEE-THOMPSON LIMITED<
NI013450,1,D,0005,0038,SHORTS LIGHT AIRCRAFT COMPANY LIMITED<
NI013454,1, ,0005,0033,SPORTING TRIALS CAR CLUB LIMITED<
NI013455,1,D,0003,0033,PAUL MCPARLAND CONTRACTS LIMITED<
NI013458,1,L,0000,0023,P.C.L. SYSTEMS LIMITED<
NI013459,1, ,0003,0020,O'KANE CARS LIMITED<
NI013460,1,L,0004,0042,CO-ORDINATED DEVELOPMENT SERVICES LIMITED<
NI013461,1,D,0004,0024,P. TURLEY & SON LIMITED<
NI013462,1, ,0004,0032,MOUNT BUSINESS CENTRE LTD - THE<
NI013464,1,D,0003,0035,R.H.BOYD & SONS (TRACTORS) LIMITED<
NI013466,1,D,0003,0041,LINNENVALE PRECISION ENGINEERING LIMITED<
NI013467,1,D,0003,0024,GAME AMUSEMENTS LIMITED<
NI013470,1,D,0003,0031,STOCKMAN'S LANE MOTORS LIMITED<
NI013472,1, ,0004,0039,MCDOWELL'S DEVELOPMENT COMPANY LIMITED<
NI013473,1,D,0004,0031,BARNFIELD DEVELOPMENTS LIMITED<
NI013474,1,D,0002,0023,N.I. IMPORTERS LIMITED<
NI013475,1, ,0003,0037,G.M.G. PROPERTY DEVELOPMENTS LIMITED<
NI013476,1,D,0003,0034,JOHN D DICKSON (BUILDERS) LIMITED<
NI013498,1,D,0000,0034,ARCHIE. MCCULLOUGH & SONS LIMITED<
NI013501,1, ,0003,0027,MCELDERRY HOLDINGS LIMITED<
NI013502,1,D,0000,0027,R. D. S. CONTRACTS LIMITED<
NI013504,1,D,0003,0040,DOMESTIC BOILER SERVICES (N.I.) LIMITED<
NI013506,1, ,0005,0019,FANCY THAT LIMITED<
NI013507,1,D,0003,0045,JOHN MCMILLAN AND SON (CONSTRUCTION) LIMITED<
NI013508,1,D,0003,0032,STEINWAY SYSTEMS (N.I.) LIMITED<
NI013510,1,D,0003,0034,BALMORAL FLORIST SUNDRIES LIMITED<
NI013511,1,D,0000,0027,TURVON ENGINEERING LIMITED<
NI013512,1,D,0003,0030,BRIAN GRANT CONTRACTS LIMITED<
NI013514,1, ,0004,0024,TRACEY CONCRETE LIMITED<
NI013515,1,D,0002,0030,KILLUNEY DEVELOPMENTS LIMITED<
NI013516,1, ,0003,0022,MCADAM DESIGN LIMITED<
NI013517,1,D,0003,0034,STRANGFORD SAILING SCHOOL LIMITED<
NI013518,1,D,0004,0034,ROYAL AVENUE DEVELOPMENTS LIMITED<
NI013519,1,D,0003,0034,CAMPBELL FREIGHT AGENCIES LIMITED<
NI013521,1, ,0003,0017,VINGABAL LIMITED<
NI013522,1, ,0005,0026,DONARD APARTMENTS LIMITED<
NI013526,1,D,0003,0020,JOANNA GRAY LIMITED<
NI013527,1,D,0003,0029,CULMORE CONSTRUCTION LIMITED<
NI013528,1,D,0003,0029,OSBORNE CONSTRUCTION LIMITED<
NI013529,1, ,0006,0027,CRAIGAVON PLASTICS LIMITED<
NI013530,1, ,0003,0038,JOHN MCLEAN & SONS (QUARRIES) LIMITED<
NI013533,1,D,0003,0031,CHICCARINO ENTERPRISES LIMITED<
NI013534,1,D,0003,0022,O & M SYSTEMS LIMITED<
NI013536,1,D,0003,0029,QUOILE MOTOR COMPANY LIMITED<
NI013538,1,D,0003,0037,WILSON (MECHANICAL SERVICES) LIMITED<
NI013539,1,D,0002,0033,W.J. GRANT (ENTERPRISES) LIMITED<
NI013541,1,D,0003,0036,HOSPITAL AND HOUSEHOLD AIDS LIMITED<
NI013542,1,D,0003,0027,HAMAND INVESTMENTS LIMITED<
NI013543,1,D,0003,0020,CARAVA-CAMP LIMITED<
NI013544,1,D,0003,0030,KANE LEASING SERVICES LIMITED<
NI013545,1,D,0002,0027,W.J.GRANT (BAKERY) LIMITED<
NI013548,1,D,0003,0040,ISLE COMMUNICATIONS ELECTRONICS LIMITED<
NI013550,1, ,0003,0020,MATBRO (NI) LIMITED<
NI013551,1,D,0005,0036,M. AND K. (SAND AND GRAVEL) LIMITED<
NI013552,1,D,0002,0024,R. CATNEY & CO. LIMITED<
NI013553,1,D,0003,0023,J & R CUMMINGS LIMITED<
NI013554,1,D,0003,0020,S.S. RAINEY LIMITED<
NI013555,1,D,0003,0034,ANTRIM PLASTERING COMPANY LIMITED<
NI013557,1, ,0003,0022,ROBINSON PARK LIMITED<
NI013558,1,D,0004,0024,TAGGART ESTATES LIMITED<
NI013560,1,L,0005,0045,RUSSELL SIMPSON CONSTRUCTION COMPANY LIMITED<
NI013561,1, ,0003,0037,TAMROY PRECISION ENGINEERING LIMITED<
NI013562,1,D,0004,0037,NACCO MATERIALS HANDLING (N.I.) LTD.<
NI013563,1, ,0008,0018,FP MCCANN LIMITED<
NI013566,1, ,0006,0029,BULRUSH HORTICULTURE LIMITED<
NI013567,1,D,0000,0027,HUSTON & RADCLIFFE LIMITED<
NI013568,1,D,0003,0020,R.& M. WEST LIMITED<
NI013573,1, ,0003,0032,QUINN BUILDING PRODUCTS LIMITED<
NI013574,1, ,0003,0027,W.J.HOGG & COMPANY LIMITED<
NI013576,1,D,0003,0035,R.JONES & COMPANY (D.I.Y.) LIMITED<
NI013578,1, ,0004,0024,MACRETE IRELAND LIMITED<
NI013579,1,D,0004,0042,SPEEDY BARS CLUBS AND RESTAURANTS LIMITED<
NI013581,1, ,0003,0023,GREENVILLE IDC LIMITED<
NI013583,1,D,0002,0024,BENONE CARAVANS LIMITED<
NI013584,1,D,0003,0027,Q.I.K. ELECTRONICS LIMITED<
NI013586,1,D,0003,0022,GILMORE FUELS LIMITED<
NI013588,1,D,0003,0039,R E LINTON & CO (CONSTRUCTION) LIMITED<
NI013590,1, ,0005,0040,CHARLES HURST CORPORATION LIMITED - THE<
NI013591,1,D,0003,0027,BROOKVILLE TRADING LIMITED<
NI013592,1, ,0004,0023,JAMES H. GIVAN LIMITED<
NI013595,1,D,0002,0037,HYNES. TRIMBLE. DAVIDSON. STARK. LTD<
NI013596,1, ,0005,0027,CENTRAL BOOKMAKERS LIMITED<
NI013599,1,D,0004,0031,FRANK MCGONAGLE & SONS LIMITED<
NI013600,1, ,0003,0020,ROSLEA ARMS LIMITED<
NI013601,1,L,0004,0050,H.RITCHIE & SONS (ELECTRICAL WHOLESALERS) LIMITED<
NI013602,1,D,0003,0026,MC Q CONSTRUCTION LIMITED<
NI013603,1, ,0006,0041,JOHN MCLOUGHLIN & SON (SHIPPING) LIMITED<
NI013612,1, ,0003,0027,B.C. SERVICE (JCB) LIMITED<
NI013613,1, ,0003,0025,B.C. PLANT (JCB) LIMITED<
NI013617,1,D,0003,0032,DECA (NORTHERN IRELAND) LIMITED<
NI013618,1,D,0003,0040,DENIS CAHILL (NORTHERN IRELAND) LIMITED<
NI013620,1, ,0003,0027,JOHN HOGG (ENERGY) LIMITED<
NI013623,1,D,0003,0046,STANLEY CAMPBELL (BUILDERS SUPPLIERS) LIMITED<
NI013626,1, ,0003,0032,DAVID MCCLEMENTS & SONS LIMITED<
NI013627,1,D,0003,0030,J. C. MAY (JEWELLERS) LIMITED<
NI013628,1,D,0002,0030,JENKINS HARTMANN & CO LIMITED<
NI013629,1, ,0003,0033,SOUTH DERRY REPRODUCTION LIMITED<
NI013630,1, ,0003,0022,EUGENE O'KANE LIMITED<
NI013631,1, ,0003,0020,STAR TWINES LIMITED<
NI013632,1,D,0004,0023,S.B.J. MILLERS LIMITED<
NI013636,1,D,0003,0036,I.P. WALLPAPERS (WHOLESALE) LIMITED<
NI013642,1,D,0003,0034,WRIGHT & COMPANY (TRAVEL) LIMITED<
NI013645,1,D,0003,0025,COTTARS KITCHENS LIMITED<
NI013646,1, ,0003,0029,ENTWISTLE AUTOMOTIVE LIMITED<
NI013649,1, ,0002,0034,WELLS KENNEDY PARTNERSHIP LIMITED<
NI013652,1, ,0003,0028,BRIDGEWOOD AGENCIES LIMITED<
NI013653,1,D,0004,0010,CALNO LTD<
NI013654,1, ,0003,0029,RAYBANK CONSTRUCTION LIMITED<
NI013656,1, ,0005,0028,SUREFIRE PROTECTION LIMITED<
NI013659,1, ,0003,0027,HYCON CONSTRUCTION LIMITED<
NI013661,1, ,0003,0034,HUGH D. MCCULLOUGH & SONS LIMITED<
NI013664,1,D,0004,0014,TACOM LIMITED<
NI013665,1, ,0007,0029,R.A. IRWIN & COMPANY LIMITED<
NI013668,1,D,0003,0027,P.M.H. ELECTRONICS LIMITED<
NI013669,1,D,0002,0022,DUNLUCE MEATS LIMITED<
NI013672,1,D,0003,0025,RANKIN & COMPANY LIMITED<
NI013674,1,D,0003,0013,GOBI LIMITED<
NI013675,1,D,0003,0035,CAUSEWAY COAST PARACHUTING LIMITED<
NI013679,1, ,0005,0027,L.J. MACHINE TOOLS LIMITED<
NI013681,1,D,0003,0031,C.B. NESBITT & COMPANY LIMITED<
NI013682,1, ,0003,0029,KINGSWAY FRESH FOODS LIMITED<
NI013686,1,D,0002,0018,CLANCRETE LIMITED<
NI013687,1,D,0000,0028,HOMELUX PARTY SALES LIMITED<
NI013689,1, ,0002,0022,CHARLES BRAND LIMITED<
NI013690,1,D,0006,0025,NEWSPOWER (N.I.) LIMITED<
NI013697,1,D,0002,0027,BALL 1 ENTERPRISES LIMITED<
NI013702,1,D,0003,0030,IRISH EXPRESS PARCELS LIMITED<
NI013706,1,D,0003,0027,ORR PATTERSON & CO LIMITED<
NI013707,1,R,0003,0026,J.D. COULSON & CO LIMITED<
NI013708,1, ,0005,0028,SOUTH ANTRIM ALARMS LIMITED<
NI013709,1, ,0003,0024,R.T.D. CRAWFORD LIMITED<
NI013711,1,D,0003,0031,ACE PRODUCTS (BELFAST) LIMITED<
NI013714,1,D,0005,0024,HARTES SERVICES LIMITED<
NI013715,1,D,0004,0026,O.W.J. (HOLDINGS) LIMITED<
NI013716,1,D,0002,0032,ELEVATION EQUIPMENT CO. LIMITED<
NI013717,1,D,0003,0017,N.I. KEE LIMITED<
NI013719,1,D,0003,0035,ANDERSON PEARSON (BELFAST) LIMITED<
NI013720,1,D,0006,0033,MARC ADAM TEXTILES (N.I.)LIMITED<
NI013721,1,D,0003,0029,MORPHY RICHARDS (NI) LIMITED<
NI013724,1,D,0003,0024,SEA TRAIL LINES LIMITED<
NI013727,1,D,0003,0052,NORTHERN ELECTRICAL WHOLESALERS & SUPPLIERS LIMITED<
NI013728,1,D,0003,0026,MCCRYSTAL RENTALS LIMITED<
NI013729,1,D,0003,0038,J A IRWIN & SONS (PLASTERERS) LIMITED<
NI013731,1, ,0003,0015,CASTLEVIEW LTD<
NI013732,1,D,0003,0044,JOHN KANE (LIFE & PENSION SERVICES) LIMITED<
NI013737,1,D,0003,0025,DOWN ROYAL HOTEL LIMITED<
NI013738,1,D,0003,0037,HALDANE SHIELLS (NORTH DOWN) LIMITED<
NI013742,1,D,0004,0021,DRUCKER FURS LIMITED<
NI013743,1,D,0005,0022,MCGLADE BROS. LIMITED<
NI013748,1,D,0003,0025,CRAIGAVON SPORTS LIMITED<
NI013749,1, ,0004,0029,REID MACHINERY SALES LIMITED<
NI013750,1,D,0003,0042,DUNDONALD TYRE & BATTERY SERVICES LIMITED<
NI013751,1,D,0000,0032,COHORT CAPITAL SERVICES LIMITED<
NI013752,1,D,0003,0032,KENNEDY'S HOME BAKERIES LIMITED<
NI013753,1, ,0003,0026,LOFTUS PROPERTIES LIMITED<
NI013754,1,D,0003,0026,LYLEHILL HOLDINGS LIMITED<
NI013755,1,D,0003,0036,MADISON AVENUE PUBLICATIONS LIMITED<
NI013756,1,D,0002,0019,ELECTRELAY LIMITED<
NI013757,1,D,0000,0019,IPEL SALES LIMITED<
NI013760,1,D,0009,0031,"BRADSTOCK,BLUNT (N.I.) LIMITED<"
NI013762,1,D,0003,0033,LOUGHRAN PLANT & HAULAGE LIMITED<
NI013763,1,D,0003,0033,STRABANE SHOPPING CENTRE LIMITED<
NI013764,1,D,0004,0038,SHAFTESBURY COMPUTER SERVICES LIMITED<
NI013766,1,D,0003,0028,MISCHELE PROPERTIES LIMITED<
NI013767,1,D,0003,0022,REDLAND BRICK LIMITED<
NI013768,1,D,0006,0031,NATIONAL ALUMINUM (NI) LIMITED<
NI013769,1,D,0002,0021,ULSTER BOXES LIMITED<
NI013770,1,D,0003,0036,CITY COMMERCIAL DEVELOPMENT LIMITED<
NI013771,1,D,0003,0035,CITY COMMERCIAL PROPERTIES LIMITED<
NI013772,1,D,0003,0035,CITY COMMERCIAL SECURITIES LIMITED<
NI013775,1, ,0003,0018,J.C.PRINT LIMITED<
NI013776,1,D,0003,0029,GORMLEY DEVELOPMENTS LIMITED<
NI013779,1,R,0001,0030,GRAHAM KITCHEN CENTRE LIMITED<
NI013780,1,D,0003,0030,FOSS NORTHERN IRELAND LIMITED<
NI013783,1,D,0003,0023,L.P.J. FACTORS LIMITED<
NI013784,1,D,0003,0029,TAMNAMORE PRODUCE CO.LIMITED<
NI013793,1,D,0003,0024,JONES LANDSCAPE LIMITED<
NI013797,1,D,0003,0028,CARNVIEW HATCHERIES LIMITED<
NI013801,1,D,0003,0034,THOMPSON FREIGHT SERVICES LIMITED<
NI013802,1,D,0003,0039,W.D.IRWIN & SONS (COMMERCIALS) LIMITED<
NI013803,1, ,0006,0037,ROBINSON BUTLER DISTRIBUTORS LIMITED<
NI013804,1,D,0003,0034,K.K.S. DEVELOPMENT (N.I.) LIMITED<
NI013806,1,D,0005,0021,SEAGOE HOTEL LIMITED<
NI013808,1, ,0001,0027,SHERATON JEWELLERY LIMITED<
NI013811,1,D,0002,0043,FRANCIS NEILL MOTORS (MAGHERAFELT) LIMITED<
NI013813,1, ,0003,0021,EDWARD WEBB (BANGOR)<
NI013814,1,D,0003,0039,COUNTRYWIDE LANDSCAPE SERVICES LIMITED<
NI013816,1,D,0003,0033,F.S. (CIVIL ENGINEERING) LIMITED<
NI013817,1,D,0004,0029,BEST BET (BALLYMENA) LIMITED<
NI013818,1,D,0003,0025,BOTAL (BUILDERS) LIMITED<
NI013819,1, ,0003,0037,ELMFIELD MANAGEMENT SERVICES LIMITED<
NI013820,1,D,0003,0022,C. LOANE & CO LIMITED<
NI013822,1, ,0006,0028,RAPID INTERNATIONAL LIMITED<
